id,name,area,keywords,hitosara_url,homepage_url,exception,memo
1850,"役者BAR BOW","御徒町","バー・カクテル",https://hitosara.com/0031596916/,"","",""
1851,"DARTS BAR A's 水道橋店","水道橋","ダーツバー",https://hitosara.com/0031603856/,"","",""
1852,"bar a vin ate","池尻大橋/三宿","ワインバー",https://hitosara.com/0031618127/,"","",""
1853,"BAR Candy","小石川","バー・カクテル",https://hitosara.com/0031622249/,"","",""
1854,"Bar Moon Palace","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031629834/,"","",""
1855,"Bar buffalo","新橋/汐留","バー・カクテル",https://hitosara.com/0031632789/,"","",""
1856,"Bar Hors d'age","亀戸","バー・カクテル",https://hitosara.com/0031639755/,"","",""
1857,"BAR JunKing","高田馬場","バー・カクテル",https://hitosara.com/0031655575/,"","",""
1858,"Bar This Way","聖蹟桜ヶ丘","バー・カクテル",https://hitosara.com/0031657282/,"","",""
1859,"BOOK BAR ing.","神保町","バー・カクテル",https://hitosara.com/0031672936/,"","",""
1860,"CLOVER CLUB","神田","バー・カクテル",https://hitosara.com/0031675500/,"","",""
1861,"Bar Ambitious","四谷","バー・カクテル",https://hitosara.com/0031678938/,"","",""
1862,"BAR CROSSING","新宿東口/歌舞伎町","バー・カクテル",https://hitosara.com/0031678995/,"","",""
1863,"BAR　Rumbullion","町田","バー・カクテル",https://hitosara.com/0032000559/,"","",""
1864,"MALT BAR 魔の巣","新宿東口/歌舞伎町","バー・カクテル",https://hitosara.com/0031357400/,"","",""
1865,"SPLASH　BAR","六本木","バー・カクテル",https://hitosara.com/0032014275/,"","",""
1866,"虎ノ門バール","神谷町","バー・カクテル",https://hitosara.com/0032019460/,"","",""
1867,"PUMP craft beer bar","池袋東口/東池袋","ビアバー",https://hitosara.com/0032025144/,"","",""
1868,"Bar 軍艦島","早稲田","バー・カクテル",https://hitosara.com/0031000345/,"","",""
1869,"BAR レモンハート","大泉学園","バー・カクテル",https://hitosara.com/0031008242/,"","",""
1870,"ベイスメントバー","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031017930/,"","",""
1871,"Bar Melfome","田町/三田","バー・カクテル",https://hitosara.com/0031034018/,"","",""
1872,"アルビオンズバー","王子/十条","バー・カクテル",https://hitosara.com/0031047018/,"","",""
1873,"JAZZ＆BAR em’s","銀座","バー・カクテル",https://hitosara.com/0031062935/,"","",""
1874,"BAR 酒仙堂","築地","バー・カクテル",https://hitosara.com/0031063243/,"","",""
1875,"グランママズバー","大井町","バー・カクテル",https://hitosara.com/0031068076/,"","",""
1876,"Bar Ballan Zack","飯田橋","バー・カクテル",https://hitosara.com/0031072590/,"","",""
1877,"ヨツヤナインバー","永田町","バー・カクテル",https://hitosara.com/0031085881/,"","",""
1878,"BAR Satin Doll","新橋/汐留","バー・カクテル",https://hitosara.com/0031090021/,"","",""
1879,"道灌山BAR","日暮里","バー・カクテル",https://hitosara.com/0031105139/,"","",""
1880,"BAR SPLASH","笹塚","バー・カクテル",https://hitosara.com/0031105202/,"","",""
1881,"Bar 247","神保町","バー・カクテル",https://hitosara.com/0031118260/,"","",""
1882,"バーダワン 銀座","新橋/汐留","バー・カクテル",https://hitosara.com/0031123055/,"","",""
1883,"Bar Honesty","中野","バー・カクテル",https://hitosara.com/0031126568/,"","",""
1884,"タナゴコロ ザバー","築地","バー・カクテル",https://hitosara.com/0031169061/,"","",""
1885,"バーリトルリンク","永田町","バー・カクテル",https://hitosara.com/0031189636/,"","",""
1886,"バーエスタシオン","蒲田","バー・カクテル",https://hitosara.com/0031207361/,"","",""
1887,"ＢＡＲイーヴレース","大井町","バー・カクテル",https://hitosara.com/0031207761/,"","",""
1888,"バーテンポイント","高円寺/阿佐ヶ谷","バー・カクテル",https://hitosara.com/0031211331/,"","",""
1889,"SHOTBAR MAO IKEBUKURO","池袋西口","バー・カクテル",https://hitosara.com/0031217637/,"","",""
1890,"ビーフラットバー","恵比寿","バー・カクテル",https://hitosara.com/0031253244/,"","",""
1891,"BAR Seven Eight（BAR 78）","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031260250/,"","",""
1892,"bar rj","五反田","バー・カクテル",https://hitosara.com/0031264269/,"","",""
1893,"Cafe Bar LIVRE","明大前","バー・カクテル",https://hitosara.com/0031285271/,"","",""
1894,"Bar 洋酒考","八王子","バー・カクテル",https://hitosara.com/0031286304/,"","",""
1895,"BAR HIGH FIVE","銀座","バー・カクテル",https://hitosara.com/0031287998/,"","",""
1896,"He & Bar (Heiando bar)","六本木","バー・カクテル",https://hitosara.com/0031292098/,"","",""
1897,"和酒BAR AEL","銀座","バー・カクテル",https://hitosara.com/0031296227/,"","",""
1898,"Bar シャーロック","銀座","バー・カクテル",https://hitosara.com/0031307049/,"","",""
1899,"BAR  LIGHT HOUSE","板橋","バー・カクテル",https://hitosara.com/0031310472/,"","",""
1900,"Bar WANDERER","赤坂","バー・カクテル",https://hitosara.com/0031317413/,"","",""
1901,"大塚酒BAR","大塚","日本酒バー",https://hitosara.com/0031345438/,"","",""
1902,"Darts Bar Real","東陽町/南砂町","バー・カクテル",https://hitosara.com/0031396796/,"","",""
1903,"BAR the BASIC","高円寺/阿佐ヶ谷","バー・カクテル",https://hitosara.com/0031422890/,"","",""
1904,"BAR SERVICIA","御徒町","ビアバー",https://hitosara.com/0031423975/,"","",""
1905,"Bar 銀杏庵","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031426043/,"","",""
1906,"KARAOKE BAR VAL","銀座","バー・カクテル",https://hitosara.com/0031427016/,"","",""
1907,"Bar 320","自由が丘","バー・カクテル",https://hitosara.com/0031428926/,"","",""
1908,"和酒Bar 尾鈴","大塚","日本酒バー",https://hitosara.com/0031430514/,"","",""
1909,"MORI BAR GRAN","築地","バー・カクテル",https://hitosara.com/0031430909/,"","",""
1910,"BAR 830","田町/三田","バー・カクテル",https://hitosara.com/0031492878/,"","",""
1911,BAR130,"吉祥寺","バー・カクテル",https://hitosara.com/0031521864/,"","",""
1912,"BROOKLYN BAR","新橋/汐留","バー・カクテル",https://hitosara.com/0031538868/,"","",""
1913,No.5,"麻布十番","バー・カクテル",https://hitosara.com/0031543990/,"","",""
1914,"wine bar 酒呑","飯田橋","バー・カクテル",https://hitosara.com/0031547165/,"","",""
1915,"Bar LIBRE GINZA","銀座","バー・カクテル",https://hitosara.com/0031548971/,"","",""
1916,"SHOTBAR MAO 中野店","中野","バー・カクテル",https://hitosara.com/0031549063/,"","",""
1917,"Bar Lusitanias","新橋/汐留","バー・カクテル",https://hitosara.com/0031561863/,"","",""
1918,"KTR's BAR","駒澤大学","バー・カクテル",https://hitosara.com/0031564263/,"","",""
1919,"バーハッチエイト","三軒茶屋","バー・カクテル",https://hitosara.com/0031595324/,"","",""
1920,"ショットバー ダン","府中","バー・カクテル",https://hitosara.com/0031595389/,"","",""
1921,"Bar Felicitas","御徒町","バー・カクテル",https://hitosara.com/0031627626/,"","",""
1922,"Cafe Bar Kirika","上野","バー・カクテル",https://hitosara.com/0031629998/,"","",""
1923,"STOP OVER","押上/スカイツリー周辺","バー・カクテル",https://hitosara.com/0031661221/,"","",""
1924,"Darts Bar A's 日本橋茅場町店","茅場町","バー・カクテル",https://hitosara.com/0031661354/,"","",""
1925,"BAR LEMON PEEL","御徒町","バー・カクテル",https://hitosara.com/0031669131/,"","",""
1926,"Wine Bar 310","六本木","ワインバー",https://hitosara.com/0031671451/,"","",""
1927,"Mejiro BAR TIME","目白","バー・カクテル",https://hitosara.com/0031673835/,"","",""
1928,"BAR 銀杏堂","飯田橋","バー・カクテル",https://hitosara.com/0031678944/,"","",""
1929,"BB-bar KIKU","新橋/汐留","バー・カクテル",https://hitosara.com/0031681707/,"","",""
1930,"Wine bar L∞P","王子/十条","ワインバー",https://hitosara.com/0031681723/,"","",""
1931,"Darts bar RErumu","恵比寿","バー・カクテル",https://hitosara.com/0031681823/,"","",""
1932,"Bar Clochette","西葛西/葛西","バー・カクテル",https://hitosara.com/0031685543/,"","",""
1933,"ショットバー あお","秋葉原","バー・カクテル",https://hitosara.com/0031686462/,"","",""
1934,"Over 八王子","八王子","バー・カクテル",https://hitosara.com/0031114114/,"","",""
1935,"カーヴ・ド・サンク　／　カフェ　サンク","銀座","フレンチ ワインバー 洋食",https://hitosara.com/0006077088/,"","",""
1936,"アイズバー","品川","ダイニングバー ワインバー 洋食",https://hitosara.com/0032028573/,"","",""
1937,"Cafe FREE","麻布十番","カフェ バー・カクテル オムライス",https://hitosara.com/0006133564/,"","",""
1938,"秋田郷土料理　えん","綾瀬","居酒屋 和食 日本酒バー",https://hitosara.com/0004036732/,"","",""
1939,"うみまち酒場　さかなさま　浜松町店","浜松町/大門","海鮮料理 居酒屋 日本酒バー",https://hitosara.com/0020001578/,https://sakanasama-hamamatsucho.com/,"",""
1940,"焼酎処しゃぼん","浅草","居酒屋 焼酎バー 和食",https://hitosara.com/0020003519/,"","",""
1941,"KURAND SAKE MARKET 新宿店","新宿三丁目","スタンディングバー",https://hitosara.com/0006064946/,"","",""
1942,"トラットリアイタリア 銀座店","銀座","イタリアン パスタ・ピザ ワインバー",https://hitosara.com/0005021823/,https://ginsaiplus-ginza.com/,"",""
1943,"寺小屋","自由が丘","居酒屋 海鮮料理 日本酒バー",https://hitosara.com/0004037960/,"","",""
1944,"金目のどぐろ屋　赤羽店","赤羽","居酒屋 和食 日本酒バー",https://hitosara.com/0004038260/,"","",""
1945,"都立 Oyster KAIRI","自由が丘","居酒屋 海鮮料理 日本酒バー",https://hitosara.com/0020004473/,"","",""
1946,"蒲田　日本酒人","蒲田","居酒屋 和食 日本酒バー",https://hitosara.com/0006123104/,"","",""
1947,"Bar TuesDay's Gone","王子/十条","バー・カクテル",https://hitosara.com/0032030841/,"","",""
1948,"Bar TIPTOP","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031004397/,"","",""
1949,"SOULBAR MIRACLE","六本木","バー・カクテル",https://hitosara.com/0031007324/,"","",""
1950,"バール・デ・じゃんがら","原宿/明治神宮前","バー・カクテル",https://hitosara.com/0031017870/,"","",""
1951,"Bar SPICULE","麻布十番","バー・カクテル",https://hitosara.com/0031024510/,"","",""
1952,"BAR BREADLINE","高島平","バー・カクテル",https://hitosara.com/0031046999/,"","",""
1953,"Salon de Bar 喜えん","飯田橋","バー・カクテル",https://hitosara.com/0031049343/,"","",""
1954,"Bar Modern Times","新橋/汐留","バー・カクテル",https://hitosara.com/0031068502/,"","",""
1955,"ジャズバーハービー","町田","バー・カクテル",https://hitosara.com/0031086135/,"","",""
1956,"ショットバー シャラ","飯田橋","バー・カクテル",https://hitosara.com/0031119779/,"","",""
1957,"BAR vitamin G","銀座","バー・カクテル",https://hitosara.com/0031212061/,"","",""
1958,"CCB倶楽部 チョットチットバー","笹塚","バー・カクテル",https://hitosara.com/0031233424/,"","",""
1959,"プロントイルバール 新宿マインズタワー店","新宿南口/代々木","ビアバー",https://hitosara.com/0031238571/,"","",""
1960,"三丁目バール","不動前/武蔵小山","ワインバー",https://hitosara.com/0031238589/,"","",""
1961,"BAR 8TIMES","赤坂","バー・カクテル",https://hitosara.com/0031254373/,"","",""
1962,"BAR 保志 Segreto","銀座","バー・カクテル",https://hitosara.com/0031259395/,"","",""
1963,"祇園BAR山内","銀座","バー・カクテル",https://hitosara.com/0031284253/,"","",""
1964,"ショットバー トリデ","新橋/汐留","バー・カクテル",https://hitosara.com/0031291546/,"","",""
1965,"スナックBAR マーズ","田町/三田","バー・カクテル",https://hitosara.com/0031293338/,"","",""
1966,"バームーンウォーク 池袋東口店","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031298213/,"","",""
1967,"BAR Skid road","千歳烏山/仙川","バー・カクテル",https://hitosara.com/0031310026/,"","",""
1968,"バームーンウォーク 西武新宿駅前店","新宿東口/歌舞伎町","バー・カクテル",https://hitosara.com/0031343943/,"","",""
1969,"オールドクロウバー","町田","バー・カクテル",https://hitosara.com/0031398671/,"","",""
1970,"プロント イル バール 渋谷フクラス店","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031428910/,"","",""
1971,"遊びBAR べろ～家 上野御徒町店","御徒町","ダーツバー",https://hitosara.com/0031429359/,"","",""
1972,"モンドバー ハセガワ","銀座","バー・カクテル",https://hitosara.com/0031429501/,"","",""
1973,"Bar 梟 恵比寿","恵比寿","バー・カクテル",https://hitosara.com/0031430930/,"","",""
1974,"Bar 咲場923","練馬","バー・カクテル",https://hitosara.com/0031432366/,"","",""
1975,"Bar TALI Remaster","中目黒","バー・カクテル",https://hitosara.com/0031513550/,"","",""
1976,"bar moon walk","八王子","バー・カクテル",https://hitosara.com/0031513571/,"","",""
1977,"中野 BAR CONNECT","中野","バー・カクテル",https://hitosara.com/0031514054/,"","",""
1978,"winebar WEST","戸越銀座/旗の台","バー・カクテル",https://hitosara.com/0031514072/,"","",""
1979,"bar moon walk 新宿西口店","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031524465/,"","",""
1980,"バーハチハチベース","荻窪","バー・カクテル",https://hitosara.com/0031527560/,"","",""
1981,"Winebar LOOPY","蒲田","ワインバー",https://hitosara.com/0031528019/,"","",""
1982,"スマドリバー渋谷","渋谷南口","バー・カクテル",https://hitosara.com/0031549026/,"","",""
1983,"バーディリーダリー","新宿三丁目","バー・カクテル",https://hitosara.com/0031551075/,"","",""
1984,"BAR WHITE OAK","新橋/汐留","バー・カクテル",https://hitosara.com/0031552909/,"","",""
1985,"築地BAR Akatsuki","築地","バー・カクテル",https://hitosara.com/0031564495/,"","",""
1986,"Bar 17","福生","バー・カクテル",https://hitosara.com/0031568397/,"","",""
1987,"PCD Bar","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031592821/,"","",""
1988,"Bar Gemstone","西麻布","バー・カクテル",https://hitosara.com/0031594936/,"","",""
1989,"ザ・グラン銀座 BAR","銀座","バー・カクテル",https://hitosara.com/0031595126/,"","",""
1990,"bar moon walk 新宿靖国通り店","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031596719/,"","",""
1991,"Bar Mulligan CLUB","中目黒","バー・カクテル",https://hitosara.com/0031606701/,"","",""
1992,"WineBar Le Porte","赤坂","ワインバー",https://hitosara.com/0031629942/,"","",""
1993,"BEER BAR Cyblume","道玄坂/神泉","ビアバー",https://hitosara.com/0031631828/,"","",""
1994,"bar grandir","御徒町","バー・カクテル",https://hitosara.com/0031634823/,"","",""
1995,"Bar J FARM","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031637740/,"","",""
1996,"Bar a Vins Defi","新橋/汐留","ワインバー",https://hitosara.com/0031640686/,"","",""
1997,"Bar LSD","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031643608/,"","",""
1998,"カラオケBAR LINE","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031660289/,"","",""
1999,"Bar 七曲署","新橋/汐留","バー・カクテル",https://hitosara.com/0031664225/,"","",""
2000,"Shot Bar Sim's","府中","バー・カクテル",https://hitosara.com/0031667363/,"","",""
2001,"BAR Infinity","築地","バー・カクテル",https://hitosara.com/0031678989/,"","",""
2002,"Bar オンザフェンス","荻窪","バー・カクテル",https://hitosara.com/0031683552/,"","",""
2003,"BAR TRIANGLE","池尻大橋/三宿","バー・カクテル",https://hitosara.com/0031007457/,"","",""
2004,"Bar J.Bridge　","三越前","バー・カクテル",https://hitosara.com/0031048985/,"","",""
2005,"Wine Bar ぶしょん","築地","ワインバー",https://hitosara.com/0031072235/,"","",""
2006,"Bar Jubilant","早稲田","バー・カクテル",https://hitosara.com/0031079572/,"","",""
2007,"Sound Bar Rise","麻布十番","バー・カクテル",https://hitosara.com/0031089118/,"","",""
2008,"BAR ChefTENDER","蒲田","バー・カクテル",https://hitosara.com/0031099853/,"","",""
2009,"Sound Bar LiP","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031105188/,"","",""
2010,"バースマイルライフ","金町","バー・カクテル",https://hitosara.com/0031108035/,"","",""
2011,"malt bar Ester","中野","バー・カクテル",https://hitosara.com/0031132501/,"","",""
2012,"Bar P.M.9","新橋/汐留","バー・カクテル",https://hitosara.com/0031168392/,"","",""
2013,"A BAR FOREST","荻窪","バー・カクテル",https://hitosara.com/0031176238/,"","",""
2014,"BAR Soulcocktail’s 町田店","町田","バー・カクテル",https://hitosara.com/0031188991/,"","",""
2015,"Bar ANIME HOLIC","新宿東口/歌舞伎町","バー・カクテル",https://hitosara.com/0031237738/,"","",""
2016,"Dining Bar sun","銀座","バー・カクテル",https://hitosara.com/0031247295/,"","",""
2017,"BAR CAPERDONICH","新橋/汐留","バー・カクテル",https://hitosara.com/0031249083/,"","",""
2018,"Bar BTN","新橋/汐留","バー・カクテル",https://hitosara.com/0031261529/,"","",""
2019,"日本酒bar 粋。","大井町","日本酒バー",https://hitosara.com/0031303121/,"","",""
2020,"Bar Front Desk","高円寺/阿佐ヶ谷","バー・カクテル",https://hitosara.com/0031311962/,"","",""
2021,"Bar triangle","亀戸","バー・カクテル",https://hitosara.com/0031344964/,"","",""
2022,"ショットバー アシャ","池袋西口","バー・カクテル",https://hitosara.com/0031347637/,"","",""
2023,"コーズバーヨンヨン","三鷹","ワインバー",https://hitosara.com/0031349567/,"","",""
2024,"BAR ABSOLUT","西葛西/葛西","バー・カクテル",https://hitosara.com/0031396569/,"","",""
2025,"BAR 9DAN SLEUTH","市ヶ谷","バー・カクテル",https://hitosara.com/0031396592/,"","",""
2026,"Bar EPICUREAN","銀座","バー・カクテル",https://hitosara.com/0031412425/,"","",""
2027,"Bar Landscape.","銀座","バー・カクテル",https://hitosara.com/0031425832/,"","",""
2028,"ホームバー ニコワミ","町田","バー・カクテル",https://hitosara.com/0031426443/,"","",""
2029,"Bar Gojyuni-Ban","麻布十番","バー・カクテル",https://hitosara.com/0031426685/,"","",""
2030,"立ち呑み みるくばー","茅場町","スタンディングバー",https://hitosara.com/0031427833/,"","",""
2031,"BAR TRIANGLE 渋谷","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031429930/,"","",""
2032,"ショットバー レンガ","大森","バー・カクテル",https://hitosara.com/0031485266/,"","",""
2033,no.502,"千歳船橋/成城学園前","ワインバー",https://hitosara.com/0031489325/,"","",""
2034,"プティバール キアラ","四谷","ワインバー",https://hitosara.com/0031489975/,"","",""
2035,"bar moon walk 渋谷宮益坂店","渋谷南口","バー・カクテル",https://hitosara.com/0031492837/,"","",""
2036,"Bar 3rd Place 恵比寿店","恵比寿","バー・カクテル",https://hitosara.com/0031513080/,"","",""
2037,"Bar Bookshelff","上野","バー・カクテル",https://hitosara.com/0031519649/,"","",""
2038,"Bar Composition","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031527852/,"","",""
2039,"Wine Bar miya miya","戸越銀座/旗の台","ワインバー",https://hitosara.com/0031530252/,"","",""
2040,"SOUND BAR HOWL","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031531314/,"","",""
2041,"Wine Bar GOLD","新橋/汐留","ワインバー",https://hitosara.com/0031535696/,"","",""
2042,"BAR Masterpiece","小岩","バー・カクテル",https://hitosara.com/0031539835/,"","",""
2043,"dining bar uru","上野","バー・カクテル",https://hitosara.com/0031539985/,"","",""
2044,"SHISHA BAR R","蒲田","バー・カクテル",https://hitosara.com/0031547159/,"","",""
2045,"シーシャバーくゆり","二子玉川/用賀","バー・カクテル",https://hitosara.com/0031555071/,"","",""
2046,"BAR Spot Light","高田馬場","バー・カクテル",https://hitosara.com/0031557917/,"","",""
2047,"YEBISU BAR STAND 恵比寿ガーデンプレイス店","目黒","ビアバー",https://hitosara.com/0031558840/,"","",""
2048,"BOB'S SHOT BAR","亀戸","バー・カクテル",https://hitosara.com/0031559809/,"","",""
2049,"Bar 百萬ドル","本郷","バー・カクテル",https://hitosara.com/0031560735/,"","",""
2050,"BAR 猫ノ目時計","中野","バー・カクテル",https://hitosara.com/0031597128/,"","",""
2051,"フーズバー猫村","調布","バー・カクテル",https://hitosara.com/0031603824/,"","",""
2052,"cafe bar samasama","両国/菊川","バー・カクテル",https://hitosara.com/0031613538/,"","",""
2053,"おばんざいCAL BAR","両国/菊川","バー・カクテル",https://hitosara.com/0031626442/,"","",""
2054,"GOOD VIBES BAR","下北沢","バー・カクテル",https://hitosara.com/0031632780/,"","",""
2055,"bar dent de lion","吉祥寺","バー・カクテル",https://hitosara.com/0031635887/,"","",""
2056,"日本橋 Bar ルヰ","茅場町","バー・カクテル",https://hitosara.com/0031650302/,"","",""
2057,"Little bridge bar","赤坂","バー・カクテル",https://hitosara.com/0031672941/,"","",""
2058,"BAR AΩ","府中","バー・カクテル",https://hitosara.com/0031673841/,"","",""
2059,"GOOD FRIENDS BAR","三軒茶屋","バー・カクテル",https://hitosara.com/0031684598/,"","",""
2060,"mix baR 麗華","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031686595/,"","",""
2061,orso,"麻布十番","イタリアン ワインバー 洋食",https://hitosara.com/0006091574/,"","",""
2062,"五本木　AKIMOTO","学芸大学","ビストロ 居酒屋 ワインバー",https://hitosara.com/0004037923/,"","",""
2063,"さとう","自由が丘","和食 居酒屋 ワインバー",https://hitosara.com/0006133001/,"","",""
2064,"ビストロ　ペルティカ","麻布十番","ダイニングバー ワインバー ビストロ",https://hitosara.com/0010000678/,"","",""
2065,"Japanese Sake Bar No.104","押上/スカイツリー周辺","バー・カクテル",https://hitosara.com/0031595390/,"","",""
2066,"焼肉とみひさ　大森海岸","大森","焼肉 居酒屋 ワインバー",https://hitosara.com/0004038177/,"","",""
2067,Quindi,"代々木上原","イタリアン ワインバー 洋食",https://hitosara.com/0006114571/,http://www.quindi-tokyo.net/,"",""
2068,"和食杜侑","西麻布","和食 しゃぶしゃぶ・すき焼き 日本酒バー",https://hitosara.com/0004038047/,"","",""
2069,"創作割烹おあそび","高円寺/阿佐ヶ谷","創作和食 日本酒バー 居酒屋",https://hitosara.com/0031535730/,"","",""
2070,"BAR UDAN","神田","スポーツバー",https://hitosara.com/0031522919/,"","",""
2071,"La　libera","新宿南口/代々木","イタリアン ワインバー",https://hitosara.com/0006047404/,http://www.lalibera-km.com/,"",""
2072,"焼肉TABLEさんたま　三鷹店","三鷹","焼肉 鉄板焼き 焼酎バー",https://hitosara.com/0006090341/,http://www.san-tama.jp/,"",""
2073,"DEN AQUAROOM新宿","新宿三丁目","イタリアン ビストロ バー・カクテル",https://hitosara.com/0006116211/,http://aquaroom-shinjuku.com/,"",""
2074,"ワイン場オキガル。　桜台店","練馬","居酒屋 ワインバー イタリアン",https://hitosara.com/0006139130/,"","",""
2075,"Ebisu Shisha Club","恵比寿","バー・カクテル スイーツ カフェ",https://hitosara.com/0020003210/,https://www.the-shisha-house.com/shops/ebisu,"",""
2076,"BISTRO　HAMAIF","八丁堀","フレンチ ビストロ ワインバー",https://hitosara.com/0020002439/,"","",""
2077,uguisu,"三軒茶屋","ワインバー フレンチ ビストロ",https://hitosara.com/0006086882/,http://www.facebook.com/Uguisu-512442448789904/,"",""
2078,"西麻布　清水","西麻布","日本料理・懐石・会席 海鮮料理 日本酒バー",https://hitosara.com/0004037989/,"","",""
2079,"和酒酔処わく別誂","池袋西口","居酒屋 日本酒バー 海鮮料理",https://hitosara.com/0004045543/,"","",""
2080,"メゾンサンカントサンク","代々木上原","フレンチ ワインバー 洋食",https://hitosara.com/0006077066/,https://maisoncinquantecinq.jp,"",""
2081,"Jip WINEBAR &WINESHOP","新宿東口/歌舞伎町","バー・カクテル バー・カクテル",https://hitosara.com/0032026963/,"","",""
2082,"ビアカフェ　ガンブリヌス","国分寺","ダイニングバー ビアバー ビアホール・ビアレストラン",https://hitosara.com/0004023958/,"","",""
2083,"DEUX　ART　ドゥーアール","表参道/青山","フレンチ ワインバー",https://hitosara.com/0006054291/,http://deux-art.com,"",""
2084,"串焼きと地酒　ひらく","赤羽","焼鳥・串焼き 日本酒バー 居酒屋",https://hitosara.com/0031048899/,https://www.94hiraku.com/,"",""
2085,"石垣吉田","麻布十番","鉄板焼き ステーキ ワインバー",https://hitosara.com/0032014457/,http://www.ishigaki-yoshida.jp,"",""
2086,"TRATTORIA Fragranza","白金/白金台","イタリアン 洋食 ワインバー",https://hitosara.com/0031519130/,http://tabelog.com/tokyo/A1316/A131602/13265259/,"",""
2087,"串焼処　宮しろ","板橋","居酒屋 焼鳥・串焼き 日本酒バー",https://hitosara.com/0031424791/,"","",""
2088,"BISTRO HiNGE NAKAMEGURO","中目黒","フレンチ ビストロ ワインバー",https://hitosara.com/0020000260/,"","",""
2089,"RODEO　hanare","恵比寿","イタリアン バル ワインバー",https://hitosara.com/0004028604/,"","",""
2090,"チェルキオ","荻窪","イタリアン ワインバー パーティー",https://hitosara.com/0006062744/,"","",""
2091,"Shot bar ELM","池袋西口","バー・カクテル",https://hitosara.com/0031643622/,https://shotbarelm.studio.site/,"",""
2092,"BAR 30 CLUB","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031004391/,"","",""
2093,"BAR BLIND PIG","荻窪","バー・カクテル",https://hitosara.com/0031026755/,"","",""
2094,"Retreat Bar　MOD","銀座","バー・カクテル",https://hitosara.com/0031037087/,"","",""
2095,"ショットバー桂","調布","バー・カクテル",https://hitosara.com/0031051521/,"","",""
2096,"西麻布 Bar ブロス","西麻布","ワインバー",https://hitosara.com/0031059337/,"","",""
2097,"骨董通り BAR HO","西麻布","バー・カクテル",https://hitosara.com/0031077020/,"","",""
2098,"SHOT BAR AI","御徒町","バー・カクテル",https://hitosara.com/0031084484/,"","",""
2099,"ワンコインバーあとむ","練馬","バー・カクテル",https://hitosara.com/0031174436/,"","",""
2100,"ヒデズバートーキョー","新宿三丁目","バー・カクテル",https://hitosara.com/0031174506/,"","",""
2101,"バーサードスラッグス","池上/洗足池","バー・カクテル",https://hitosara.com/0031199161/,"","",""
2102,"Ginza Bar L'aurora","銀座","バー・カクテル",https://hitosara.com/0031212201/,"","",""
2103,"BAR Sledge Hammer","町田","バー・カクテル",https://hitosara.com/0031230785/,"","",""
2104,"BAR T&A.","新橋/汐留","バー・カクテル",https://hitosara.com/0031279413/,"","",""
2105,"陸羽 日本酒BAR","三鷹","日本酒バー",https://hitosara.com/0031292912/,"","",""
2106,"Botanical Bar ONIWA","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031337248/,"","",""
2107,"Bar 40W","大泉学園","スタンディングバー",https://hitosara.com/0031412667/,"","",""
2108,"古民家 Bar 書斎","田町/三田","バー・カクテル",https://hitosara.com/0031422828/,"","",""
2109,"新宿BAR WEDGE","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031423659/,"","",""
2110,"THE Dragonfly BAR","立川","ワインバー",https://hitosara.com/0031432417/,"","",""
2111,"日本酒BAR 袂","新宿御苑周辺","日本酒バー",https://hitosara.com/0031432670/,"","",""
2112,"スポーツバー マゼラン","国分寺","バー・カクテル",https://hitosara.com/0031492161/,"","",""
2113,"Shisha bar 樂煙","麻布十番","バー・カクテル",https://hitosara.com/0031517253/,"","",""
2114,"ワインバーコロッセオ","中目黒","スタンディングバー",https://hitosara.com/0031522422/,"","",""
2115,"SHOTBAR 六魂","高島平","バー・カクテル",https://hitosara.com/0031533063/,"","",""
2116,"サントリーバーグリン","京橋","バー・カクテル",https://hitosara.com/0031546012/,"","",""
2117,"日本酒BAR 酒母","池袋東口/東池袋","日本酒バー",https://hitosara.com/0031564341/,"","",""
2118,"BAR Queen's-Q","六本木","バー・カクテル",https://hitosara.com/0031595037/,"","",""
2119,"ROCK BAR 音輩","立川","バー・カクテル",https://hitosara.com/0031595265/,"","",""
2120,"Bar House of Pain","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031596930/,"","",""
2121,"BAR 西麻布倉庫","麻布十番","バー・カクテル",https://hitosara.com/0031598937/,"","",""
