bar_id,name,hitosara_url,homepage_url,title,insta_url,summary
67,バー　リバイバー,https://hitosara.com/0031182969/,,Bar Reviver/バー リバイバー (@bar.reviver),https://www.instagram.com/bar.reviver/,神楽坂裏通り カウンター8席総武線飯田橋駅西口より徒歩5分、東西線神楽坂駅より徒歩10分。熱海湯が目印。 ウィスキーメインに、ジンも少しずつ増量中。
67,バー　リバイバー,https://hitosara.com/0031182969/,,bar Mehr Licht (@bar_mehrlicht),https://www.instagram.com/bar_mehrlicht/,哲学的な店名です！ 神楽坂芸者の英子姐さんが神楽坂で営む #Bar英 に以前いらしたバーテンダー浅川さんが、独立したバーです。 英子姐さんからの情報で、表敬訪問しました ...
67,バー　リバイバー,https://hitosara.com/0031182969/,,Scotch & Branch (@scotchandbranch),https://www.instagram.com/scotchandbranch/,東京ドームホテルのメインバー「BAR2000」の立ち上げに携わる。 その後、 神楽坂「喜えん」にて店長として立ち上げから10年に渡ってバーテンダーとして携わり、 2011年に ...
67,バー　リバイバー,https://hitosara.com/0031182969/,,菊池 貴雄 (@kikuchitakao) • Instagram photos and videos,https://www.instagram.com/kikuchitakao/,魅力的な飲食店が軒を連ねる神楽坂ですが、バーの街と言っても過言ではない程のバー集中エリア。個性あふれる魅力的で実力派なバーが盛り沢山。 ・ こちらもそんなバーの中 ...
74,SAKABA　SOU　ーDining・Barー,https://hitosara.com/0004037729/,https://sakaba-sou.com/,SAKABA SOU- Dining・Bar- (@sakaba_sou),https://www.instagram.com/sakaba_sou/,自由が丘デパート3階に移転しました✨ SAKABA SOU-Dining・Bar- 500種以上のドリンクとオーナーシェフが織りなす本格ビストロ料理のお店です🍷👨‍🍳 ご予約はDMにて受付しております☺️
75,バー バンダバーグ,https://hitosara.com/0031231840/,,Instagram photos and videos,https://www.instagram.com/barbundaberg/,"421 Followers, 438 Following, 1195 Posts - BarBundaberg (@barbundaberg) on Instagram: ""2012年2月14日東京都北区赤羽OK横丁にオープンしたバーです。18時から25時 ..."
77,AZURE BAR／Restaurant,https://hitosara.com/0020001010/,,山本拓 (@hi_ra_ku_),https://www.instagram.com/hi_ra_ku_/,これまで通りのテラス席はございませんがリニューアルして、 12月に麻布十番でOPEN致しますので今後とも宜しくお願いします！ 尚、今までのTHE SKY BARの場所はAZURE BAR ...
80,ハコ　バー,https://hitosara.com/0031248921/,,Hiroshi Tsuboi (@hiroshi_cafein),https://www.instagram.com/hiroshi_cafein/,6/1(sat) BARAKMONDO OPEN18:00- DOOR¥1500/1d DJ Chee Shimizu Rockdown Task fukumimi #阿佐ヶ谷 #高円寺 #DJバー ... ハコ番を経て、2010年1月に沖縄へ移住。大規模な ...
82,バー レイ,https://hitosara.com/0031269077/,,Cuishe Mezcaleria (@cuishe_tokyo),https://www.instagram.com/cuishe_tokyo/,"Cocktail Bar. 東京 月島 裏路地2Fのメスカルバーメキシコの伝統酒 Mezcals&Cocktails… El Mezcal no te emborracha, te pone mágico. 月島 3-14-2 201, Chuo-ku, Tokyo ..."
84,バー サル,https://hitosara.com/0031396572/,,よく食べるサル (@yummytimehappylife) - ゴリリ,https://www.instagram.com/yummytimehappylife/,#fruitsour #drinkstagram #フルーツサワー #神楽坂グルメ #神楽坂バー. Photo by ゴリリ | よく食べるサル in 麻布食堂. 皮がとっても柔らかくてめっちゃ美味しかった ...
85,バー ソノ,https://hitosara.com/0031429961/,,新宿御苑 Bar Lian バーリアン (@barlian20180821),https://www.instagram.com/barlian20180821/,新宿御苑、静かでオシャレな大人の街で、癒しの空間とお酒をご提供致します   貴方の心の隠れ家に…。 Lianの扉を開けてみて   * 【Bar Lian】
85,バー ソノ,https://hitosara.com/0031429961/,,タコス専門店 tacos trap (タコストラップ) (@tacos_trap),https://www.instagram.com/tacos_trap/,本格的なメキシカン・タコス・バー         2023年3月1日に新宿御苑前に新店舗オープン tacos trap' 新宿1-20-6石原共同ビル1階 03-6380-6536. tacos-trap.jp.
85,バー ソノ,https://hitosara.com/0031429961/,,Mer メル 〜海と芸術の家〜 (@mer_art73),https://www.instagram.com/mer_art73/,6月のメル   よろしくお願いいたします✨ 12日がエナの誕生日なので、 その周辺はお祝いシーズンになります。 ... #新宿御苑前#新宿一丁目バー #隠れ家レストラン #メル#海と ...
85,バー ソノ,https://hitosara.com/0031429961/,,ハンバーグウィル 新宿御苑本店,https://www.instagram.com/hamburgwill_shinjukugyoen/,------ 【🚩Hamburg WILL新宿御苑本店】 🟰豚肉100%ハンバーグ専門のレストラン📍新宿区新宿1-3-8 YKBビル1階☎️03-3358-4161 不定休／営業時間平日lunch 11:30-15:00(L.O. 14:30) 平日dinner 17:30-22:00(L.O.
86,バババー,https://hitosara.com/0031537623/,,AkioOyari (@yarikio) • Instagram photos and videos,https://www.instagram.com/yarikio/,高田馬場駅路地を入ったところに美味しいお酒とおつまみがございます   シークワサーサワーは具志堅用高さんです。 今日も頑張りましょう✌️ #高田馬場 #バババー ...
91,バー ネズ,https://hitosara.com/0031210113/,,TOSAKA TOKYO チキンオーバーライス (@tosaka_tokyo),https://www.instagram.com/tosaka_tokyo/,#台東区#上野#湯島#本郷#白山#東大前#千駄木#日暮里#西日暮里#チキンオーバー ... 暑いので店内でもお待ち頂けます^ ^ ランチタイムやバー営業は店内飲食も可能です！
93,バー ゴヤ,https://hitosara.com/0031347568/,,銀座BAR GOYA・バーテンダー (@bar.goya),https://www.instagram.com/bar.goya/,"BAR GOYA 3月の営業ご案内営業時間 15:00〜23:30 ※土日祝営業定休日 水曜日03-6264-5583. Photo by 銀座BAR GOYA・バーテンダー on February 06, 2024. 6周年限定リリース ..."
97,バー ギフ,https://hitosara.com/0031568571/,,gihu1221 - バー ギフ｜浅草,https://www.instagram.com/gihu1221/,【ギフ】 浅草の路地裏2階に突如として現れるスタンディングぬか漬けバー。 レアな変り種日本酒やカクテル、〆に丁度良いライトなお料理をご用意しております。 ハシゴ酒の ...
99,TWO　ROOMS　GRILL　BAR,https://hitosara.com/0006123302/,http://www.tworooms.jp,TWO ROOMS GRILL | BAR (@tworoomsgrillbar),https://www.instagram.com/tworoomsgrillbar/,"Restaurant • Bar • Terrace 非日常へと誘う開放的なウォーターテラス、季節感溢れる美しい料理が自慢のグリルレストラン • バー · 5F AO Building, 3-11-7, Kita-Aoyama, ..."
101,坊主バー,https://hitosara.com/0031019776/,,坊主バー、坊主バンド/monks bar. (@yotsuya_vowzbar),https://www.instagram.com/yotsuya_vowzbar/,ゴールデンウィークに坊主バーにてイベントやります   ライブあり！法話あり！入棺体験あり！ 『坊主バンド生前葬LIVE』 2024年5月4日(祝土) 16:30開場/17:00開演会場:四谷 ...
105,バー レイジ,https://hitosara.com/0031063249/,,Mixologist.Japan(カフェ&バー) (@mixologist.japan),https://www.instagram.com/mixologist.japan/,... 広尾駅------------------ #青山バー #カクテル #青山グルメ #青山カフェ巡り ... ○BAR RAGE 青山店休業期間2022年12月26日（月）～2023年1月3日（火） ○Cafe&Bar ...
105,バー レイジ,https://hitosara.com/0031063249/,,OMOHARAREAL ［オモハラリアル］,https://www.instagram.com/omoharareal/,... 広尾から原宿に移転オープンしたこの「かつ畔」も、とじないかつ丼で有名な店。卵 ... バー」も初登場。 オリジナルドリンクとともに、MARNIの世界感を堪能する ...
105,バー レイジ,https://hitosara.com/0031063249/,,guruchan2024 (@guruchanr6) • Instagram photos and videos,https://www.instagram.com/guruchanr6/,... 広尾駅#広尾グルメ#広尾#恵比寿#恵比寿グルメ#フレンチ. Photo by guruchan2024 on ... バー#西荻窪#西荻窪ランチ#西荻窪カレー#カレー#カレーライス#東京カレー#中央線 ...
106,バー フラウ,https://hitosara.com/0031072113/,,ryukokida (@ryuko.kida) • Instagram photos and videos,https://www.instagram.com/ryuko.kida/,... 六本木7-22-2) 2024年2月14日（水）〜5月27日（月） ©︎Succession H.Matisse ... バーが最近営業を再開。『エル・デコ』デジタルでは、倉俣が完成後に「東京に持って ...
107,バー ライズ,https://hitosara.com/0031115289/,,Sound Bar MOD'Z ／ 恵比寿カラオケバー (@modz_ebisu),https://www.instagram.com/modz_ebisu/,営業時間<20時~5時> ▪︎カラオケ歌い放題・お菓子食べ放題ゆったりとした席で楽しくお酒を飲みながらカラオケや会話を楽しめる落ち着いた空間です。
107,バー ライズ,https://hitosara.com/0031115289/,,mocchi6.9 - 望月貴史,https://www.instagram.com/mocchi6.9/,"Photo shared by Sound Bar MOD'Z ／ 恵比寿カラオケバー on March 15, · Photo ... Photo by 望月貴史 in Sound Bar Rise. #color #古澤剛 #サビ #ハーモニー #しんぐよ ..."
111,バー パウザ,https://hitosara.com/0031168560/,,Takashi Iimura (@imurin4) • Instagram photos and videos,https://www.instagram.com/imurin4/,サラリーマンしながら、現代アートと書道やりつつ、三軒茶屋BARパウザで毎週土曜日に週末バーテンダーやってます   スペイン巡礼路780kmや熊野古道280km歩いた ...
114,バー アガミ,https://hitosara.com/0031180874/,,BarAgami バーアガミ (@baragami_2011),https://www.instagram.com/baragami_2011/,新小岩駅前にある古くからの歴史を持つオーセンティックバーこだわりのある外観、内装経験豊かなバーテンダーが作り出すカクテルや厳選されたウイスキーを多数ご用意し ...
115,バー ダイス,https://hitosara.com/0031188981/,,Bar DICE (@bar_dice_tokushima),https://www.instagram.com/bar_dice_tokushima/,徳島市、秋田町周辺でお洒落な時間を過ごすなら、気軽なバル・ダイニングバー「BAR DiCE（ダイス）」へ。優しい色目でまとめた店内に水槽を設置し、穏やかに落ち着ける ...
115,バー ダイス,https://hitosara.com/0031188981/,,Ironbark Grill & Bar アイアンバーク (@ironbarkg6),https://www.instagram.com/ironbarkg6/,【    モダンオーストラリアレストラン】 〜オーストラリアを愉しむ贅沢な空間〜 GINZA SIX 6F Halal menu or course will require a reservation. ↓↓ご予約は下記のURL ...
119,バー クオレ,https://hitosara.com/0031236977/,,DESTINO51 ペルー料理 (@destino51.tokyo),https://www.instagram.com/destino51.tokyo/,Photo by DESTINO51 ペルー料理 in 青山 · 表参道. 7/7でD51は3周年を迎えること ... バー #ランチ #ディナー #テラスランチ #新コース #新メニュー. Photo by DESTINO51 ...
120,バー パドレ,https://hitosara.com/0031257742/,,KANGO (@djkango) • Instagram photos and videos,https://www.instagram.com/djkango/,"... 蒲田最高！良い夜   #djlife #musiclover. Photo by KANGO on May 11, 2022 ... バーなど様々なシーンで活躍する4名のDJにフォーカスし、彼、彼女らのスタイリング、DJ ..."
121,バー ドーヴ,https://hitosara.com/0031265998/,,Rika Osawa (@rika0503) • Instagram photos and videos,https://www.instagram.com/rika0503/,blog:リカのLuxuryな時間 ... Photo by Rika Osawa in 目黒 Bar Dove. May be an image of text. . 目黒駅のすぐそばに… 居心地がいい ショットバーを 見つけた まさか…
123,バー オコゼ,https://hitosara.com/0031266852/,,bar OKOZE. バーオコゼ,https://www.instagram.com/bar.okoze/,【目黒不動前／不動前駅徒歩6分】気取らず1人でもゆっくり飲めて、つまめて、深夜まで開いてて…こんな場所近所にあったらいいなというバーです  ランチタイムは水餃子屋 @ ...
123,バー オコゼ,https://hitosara.com/0031266852/,,あなたとBARを繋ぐ- [アンドバー] (@andbar_net),https://www.instagram.com/andbar_net/,ーBARで過ごす、大人の時間に酔いしれる。 皆さんのBAR LIFE を豊かにする東京の喫煙可能なバーを紹介するアカウントです (旧tokyo_bar_map). andbar.net. 中目黒's ...
126,バー マトメ,https://hitosara.com/0031279924/,,Bar Marron (@bar_marron_ebisu),https://www.instagram.com/bar_marron_ebisu/,フルーツカクテルバー     季節毎の旬の果物の味覚を楽しめるフルーツカクテルをお届けします   恵比寿駅西口より徒歩3分東京都恵比寿西1-3-8 吉田ビル2F 営業時間:17: ...
126,バー マトメ,https://hitosara.com/0031279924/,,フレンチダイニングバー ワインハウス南青山［WINE HOUSE ...,https://www.instagram.com/wine.house.minamiaoyama/,"◇Since 2013.09.01 2023.10.01 (Sun) Renewal Grand Open  ⁡ #Dining #Bar #Wineshop. 南青山3-15-13 B1, Minato, Tokyo 107-0062. wine-house.gorp.jp."
127,バー リムー,https://hitosara.com/0031286901/,,VAPEUR ヴァプール (@_vapeur_),https://www.instagram.com/_vapeur_/,銀座コリドー街のフレンチバル着席ダイニングと気軽なスタンディングバーの2つの使い方が出来るお店タップスターの注ぐ樽生ビールや、豊富なワインとカクテル特製 ...
127,バー リムー,https://hitosara.com/0031286901/,,Kanako Ueno (@fukuzatsumary),https://www.instagram.com/fukuzatsumary/,#イヤリング #ピアス #多数 #納品しました #銀座#リムー#ステキなバー #話題の #泰明小学校#近くです #earring #earringstagram #ginza #bar. Photo by Kanako Ueno on ...
127,バー リムー,https://hitosara.com/0031286901/,,cocotte.cuisine.jiyu,https://www.instagram.com/cocotte.cuisine.jiyu/,... バー * #ラングドックワイン * #フレンチワイン * #ビストロライフ * #ワイン ... リムー）が付きます。 ※テラス席はペット同伴のお客様のみご予約可とさせて頂きます ...
128,バー ホシノ,https://hitosara.com/0031293316/,,MANANI (@manani_official) • Instagram photos and videos,https://www.instagram.com/manani_official/,... 小伝馬町 #manani #マナニ #アフリカンファブリック #アフリカ布 #アフリカ布の服 ... バーをしてくれます。 昨年はmananiを着ておしゃべりしてショッピングを楽しむ方 ...
129,バー ルイズ,https://hitosara.com/0031304753/,,Bar Louis (@louis19871994) • Instagram photos and videos,https://www.instagram.com/louis19871994/,1987年創業ビールやウィスキー、多彩なカクテルと共にサンドウィッチやケイジャン料理などを楽しみながらカジュアル雰囲気で飲めるアメリカンバー音楽は主にブルーズや ...
129,バー ルイズ,https://hitosara.com/0031304753/,,東長崎BAR Full Prime(ﾌﾙﾌﾟﾗｲﾑ) (@fullprime_louis),https://www.instagram.com/fullprime_louis/,都内系列店舗-Bar Louis 大塚駅北口より徒歩6分@bar_louis_otsuka -Bar Three 阿佐ヶ谷駅より徒歩3分@bar.three_ —————— #東長崎 #東長崎飲み #東長崎バー #モヒート ...
129,バー ルイズ,https://hitosara.com/0031304753/,,ノーティバイバーガー 茗荷谷 大塚 新大塚 護国寺,https://www.instagram.com/naughtybyburger/,黒毛和牛「秋田牛」100%パティ日本三大地鶏「比内地鶏」100%パティ東京都文京区大塚3-8-5 パレドール文京第3 1階 03-6902-9742 11:00〜15:00 17:00〜23:00(日月20: ...
130,スタア バー,https://hitosara.com/0031351711/,,スタア・バー (@star__bar) • Instagram photos and videos,https://www.instagram.com/star__bar/,平素よりSTAR BARをご利用いただきありがとうございます。 誠に勝手ながら5月20日月曜日は棚卸しのため銀座本店は休業いたします。 在庫の珍しいウイスキーを選別して ...
131,バー ネット,https://hitosara.com/0031352350/,,水嶋 誠 (@bar_nett_kyodo) • Instagram photos and videos,https://www.instagram.com/bar_nett_kyodo/,Bar nett(バーネット) 小田急線経堂駅徒歩2分ウイスキーとブランデー、フルーツカクテルを主としたオーセンティックバーです。特にスコッチはボトラーズ中心に良質で ...
134,バー ノート,https://hitosara.com/0031400438/,,新橋カラオケバーFELIS (@felis.shimbashi),https://www.instagram.com/felis.shimbashi/,新橋カラオケバーFELIS✨鳥森口徒歩3分   フリータイム2200円880円までの1杯付き✨ オススメは・熟成生レモンサワー・漬け込みブラッディメアリー・出汁香る梅干し ...
134,バー ノート,https://hitosara.com/0031400438/,,ryukokida (@ryuko.kida) • Instagram photos and videos,https://www.instagram.com/ryuko.kida/,... 汐留美術館（東京都港区東新橋1-5-1 パナソニック東京汐留ビル4階） 本展は巡回展 ... バーが最近営業を再開。『エル・デコ』デジタルでは、倉俣が完成後に「東京に持っ ...
135,バー レイル,https://hitosara.com/0031413622/,,【公式】ごちめし 🍽💝 (@gochimeshi_staff),https://www.instagram.com/gochimeshi_staff/,・アクセスゆりかもめ汐留駅から徒歩6分地下鉄銀座線新橋駅から徒歩7分JR新橋駅 ... ビストロとワインショップ、ワインバーが融合した「ビストロ＆ワインバー タナカ」です。
136,バー コルク,https://hitosara.com/0031420889/,,yasukoshindo - 進藤やす子,https://www.instagram.com/yasukoshindo/,... 高円寺。 料理人のみなさん米沢や寒河江など山形出身とのこと。 また伺い ... #カクテル7デイズ #バーホッピング #やす子の外食メモ #ブルガリ銀座タワー #ブルガリ銀座バー.
137,バー マット,https://hitosara.com/0031420967/,,ebisumatt - 杉本真人,https://www.instagram.com/ebisumatt/,金沢出身で2003年より恵比寿の大人の隠れ家&和で奏でるジャズバー、極日常的社交場を演出中！ ＃恵比寿バー＃創作カクテル＃ハンバーグ＃出会い＃隠れ家＃生演奏＃B型.
